objectid,ccdd,ccpp,ccdi,ubigeo,nombdist,fuente,periodo,ccdd_c,ccpp_c,ccdi_c,fec_reg
361,04,01,26,040126,YANAHUARA,V Censo Nacional Economico,1,040,01,00,2022-07-22T01:39:29Z
514,05,06,16,050616,SAN JUAN,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
517,05,06,19,050619,SANCOS,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
346,04,01,11,040111,MOLLEBAYA,V Censo Nacional Economico,1,040,03,00,2022-07-22T01:39:29Z
347,04,01,12,040112,PAUCARPATA,V Censo Nacional Economico,1,040,03,00,2022-07-22T01:39:29Z
364,04,01,29,040129,JOSE LUIS BUSTAMANTE Y RIVERO,V Censo Nacional Economico,1,040,04,00,2022-07-22T01:39:29Z
348,04,01,13,040113,POCSI,V Censo Nacional Economico,1,040,03,00,2022-07-22T01:39:29Z
350,04,01,15,040115,QUEQUEÑA,V Censo Nacional Economico,1,040,03,00,2022-07-22T01:39:29Z
366,04,02,02,040202,JOSE MARIA QUIMPER,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
368,04,02,04,040204,MARISCAL CACERES,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
351,04,01,16,040116,SABANDIA,V Censo Nacional Economico,1,040,03,00,2022-07-22T01:39:29Z
352,04,01,17,040117,SACHACA,V Censo Nacional Economico,1,040,04,00,2022-07-22T01:39:29Z
357,04,01,22,040122,SOCABAYA,V Censo Nacional Economico,1,040,04,00,2022-07-22T01:39:29Z
518,05,06,20,050620,SANTA ANA DE HUAYCAHUACHO,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
519,05,06,21,050621,SANTA LUCIA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
520,05,07,01,050701,CORACORA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
358,04,01,23,040123,TIABAYA,V Censo Nacional Economico,1,040,04,00,2022-07-22T01:39:29Z
1104,12,04,08,120408,HUAMALI,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
372,04,02,08,040208,SAMUEL PASTOR,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
377,04,03,05,040305,BELLA UNION,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
378,04,03,06,040306,CAHUACHO,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
379,04,03,07,040307,CHALA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
380,04,03,08,040308,CHAPARRA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
381,04,03,09,040309,HUANUHUANU,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
521,05,07,02,050702,CHUMPI,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
396,04,04,11,040411,TIPAN,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
399,04,04,14,040414,VIRACO,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
404,04,05,05,040505,CAYLLOMA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
408,04,05,09,040509,ICHUPAMPA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
430,04,07,03,040703,DEAN VALDIVIA,V Censo Nacional Economico,1,040,04,00,2022-07-22T01:39:29Z
435,04,08,02,040802,ALCA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
441,04,08,08,040808,SAYLA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
443,04,08,10,040810,TOMEPAMPA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
451,05,01,07,050107,PACAYCASA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
1297,15,01,05,150105,BREÑA,V Censo Nacional Economico,1,150,05,00,2022-07-22T01:39:29Z
453,05,01,09,050109,SAN JOSE DE TICLLAS,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
455,05,01,11,050111,SANTIAGO DE PISCHA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
458,05,01,14,050114,VINCHOS,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
459,05,01,15,050115,JESUS NAZARENO,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
460,05,01,16,050116,ANDRES AVELINO CACERES DORREGARAY,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
464,05,02,04,050204,MARIA PARADO DE BELLIDO,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
473,05,04,03,050403,HUAMANGUILLA,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
474,05,04,04,050404,IGUAIN,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
483,05,04,13,050413,PUTIS,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
497,05,05,14,050514,NINABAMBA,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
498,05,05,15,050515,PATIBAMBA,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
503,05,06,05,050605,CHAVIÑA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
504,05,06,06,050606,CHIPAO,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
505,05,06,07,050607,HUAC-HUAS,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
523,05,07,04,050704,PACAPAUSA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
525,05,07,06,050706,PUYUSCA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
526,05,07,07,050707,SAN FRANCISCO DE RAVACAYCO,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
530,05,08,03,050803,CORCULLA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
532,05,08,05,050805,MARCABAMBA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
534,05,08,07,050807,PARARCA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
535,05,08,08,050808,SAN JAVIER DE ALPABAMBA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
536,05,08,09,050809,SAN JOSE DE USHUA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
537,05,08,10,050810,SARA SARA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
539,05,09,02,050902,BELEN,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
1060,12,01,19,120119,HUANCAN,V Censo Nacional Economico,1,120,01,00,2022-07-22T01:39:29Z
540,05,09,03,050903,CHALCOS,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
1062,12,01,21,120121,HUAYUCACHI,V Censo Nacional Economico,1,120,01,00,2022-07-22T01:39:29Z
541,05,09,04,050904,CHILCAYOC,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
571,06,01,03,060103,CHETILLA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
542,05,09,05,050905,HUACAÑA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
544,05,09,07,050907,PAICO,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
546,05,09,09,050909,SAN SALVADOR DE QUIJE,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
547,05,09,10,050910,SANTIAGO DE PAUCARAY,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
550,05,10,02,051002,ALCAMENCA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
552,05,10,04,051004,ASQUIPATA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
554,05,10,06,051006,CAYARA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
555,05,10,07,051007,COLCA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
556,05,10,08,051008,HUAMANQUIQUIA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
557,05,10,09,051009,HUANCARAYLLA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
562,05,11,02,051102,ACCOMARCA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
563,05,11,03,051103,CARHUANCA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
575,06,01,07,060107,LLACANORA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
564,05,11,04,051104,CONCEPCION,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
566,05,11,06,051106,INDEPENDENCIA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
567,05,11,07,051107,SAURAMA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
574,06,01,06,060106,JESUS,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
577,06,01,09,060109,MAGDALENA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
578,06,01,10,060110,MATARA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
1065,12,01,25,120125,PILCOMAYO,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
579,06,01,11,060111,NAMORA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
580,06,01,12,060112,SAN JUAN,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
1070,12,01,30,120130,SAN JERONIMO DE TUNAN,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
587,06,03,03,060303,CORTEGANA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
589,06,03,05,060305,JORGE CHAVEZ,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
590,06,03,06,060306,JOSE GALVEZ,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
600,06,04,04,060404,CHIGUIRIP,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
593,06,03,09,060309,SOROCHUCO,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
595,06,03,11,060311,UTCO,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
596,06,03,12,060312,LA LIBERTAD DE PALLAN,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
599,06,04,03,060403,CHADIN,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
619,06,05,04,060504,GUZMANGO,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
602,06,04,06,060406,CHOROPAMPA,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
604,06,04,08,060408,CONCHAN,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
609,06,04,13,060413,PACCHA,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
617,06,05,02,060502,CHILETE,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
618,06,05,03,060503,CUPISNIQUE,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
622,06,05,07,060507,TANTARICA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
627,06,06,04,060604,CUJILLO,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
628,06,06,05,060605,LA RAMADA,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
632,06,06,09,060609,SAN JUAN DE CUTERVO,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
633,06,06,10,060610,SAN LUIS DE LUCMA,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
635,06,06,12,060612,SANTO DOMINGO DE LA CAPILLA,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
1105,12,04,09,120409,HUARIPAMPA,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
640,06,07,02,060702,CHUGUR,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
1071,12,01,32,120132,SAÑO,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
641,06,07,03,060703,HUALGAYOC,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
643,06,08,02,060802,BELLAVISTA,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
646,06,08,05,060805,HUABAL,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
647,06,08,06,060806,LAS PIRIAS,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
661,06,10,01,061001,PEDRO GALVEZ,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
825,09,01,07,090107,HUAYLLAHUARA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
663,06,10,03,061003,EDUARDO VILLANUEVA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
702,07,01,07,070107,MI PERU,V Censo Nacional Economico,1,070,01,00,2022-07-22T01:39:29Z
664,06,10,04,061004,GREGORIO PITA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
665,06,10,05,061005,ICHOCAN,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
666,06,10,06,061006,JOSE MANUEL QUIROZ,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
669,06,11,02,061102,BOLIVAR,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
1076,12,02,01,120201,CONCEPCION,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
671,06,11,04,061104,CATILLUC,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
672,06,11,05,061105,EL PRADO,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
673,06,11,06,061106,LA FLORIDA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
1813,22,09,03,220903,CACATACHI,V Censo Nacional Economico,1,22B,01,00,2022-07-22T01:39:29Z
676,06,11,09,061109,NIEPOS,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
679,06,11,12,061112,TONGOD,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
681,06,12,01,061201,SAN PABLO,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
682,06,12,02,061202,SAN BERNARDINO,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
683,06,12,03,061203,SAN LUIS,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
705,08,01,03,080103,POROY,V Censo Nacional Economico,1,080,01,00,2022-07-22T01:39:29Z
690,06,13,06,061306,NINABAMBA,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
714,08,02,04,080204,MOSOC LLACTA,V Censo Nacional Economico,1,080,01,00,2022-07-22T01:39:29Z
777,08,09,11,080911,INKAWASI,V Censo Nacional Economico,1,080,05,00,2022-07-22T01:39:29Z
778,08,09,12,080912,VILLA VIRGEN,V Censo Nacional Economico,1,080,05,00,2022-07-22T01:39:29Z
779,08,09,13,080913,VILLA KINTIARINA,V Censo Nacional Economico,1,080,05,00,2022-07-22T01:39:29Z
780,08,09,14,080914,MEGANTONI,V Censo Nacional Economico,1,080,05,00,2022-07-22T01:39:29Z
692,06,13,08,061308,SAUCEPAMPA,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
826,09,01,08,090108,IZCUCHACA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
781,08,09,15,080915,KUMPIRUSHIATO,V Censo Nacional Economico,1,050,03,00,2022-07-22T01:39:29Z
694,06,13,10,061310,UTICYACU,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
697,07,01,02,070102,BELLAVISTA,V Censo Nacional Economico,1,070,02,00,2022-07-22T01:39:29Z
698,07,01,03,070103,CARMEN DE LA LEGUA REYNOSO,V Censo Nacional Economico,1,070,02,00,2022-07-22T01:39:29Z
699,07,01,04,070104,LA PERLA,V Censo Nacional Economico,1,070,02,00,2022-07-22T01:39:29Z
725,08,03,08,080308,PUCYURA,V Censo Nacional Economico,1,080,06,00,2022-07-22T01:39:29Z
700,07,01,05,070105,LA PUNTA,V Censo Nacional Economico,1,070,02,00,2022-07-22T01:39:29Z
709,08,01,07,080107,SAYLLA,V Censo Nacional Economico,1,080,02,00,2022-07-22T01:39:29Z
1871,24,03,04,240304,PAPAYAL,V Censo Nacional Economico,1,240,00,00,2022-07-22T01:39:29Z
710,08,01,08,080108,WANCHAQ,V Censo Nacional Economico,1,080,02,00,2022-07-22T01:39:29Z
797,08,11,04,081104,COLQUEPATA,V Censo Nacional Economico,1,080,03,00,2022-07-22T01:39:29Z
798,08,11,05,081105,HUANCARANI,V Censo Nacional Economico,1,080,03,00,2022-07-22T01:39:29Z
711,08,02,01,080201,ACOMAYO,V Censo Nacional Economico,1,080,01,00,2022-07-22T01:39:29Z
712,08,02,02,080202,ACOPIA,V Censo Nacional Economico,1,080,01,00,2022-07-22T01:39:29Z
719,08,03,02,080302,ANCAHUASI,V Censo Nacional Economico,1,080,06,00,2022-07-22T01:39:29Z
829,09,01,11,090111,MARISCAL CACERES,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
720,08,03,03,080303,CACHIMAYO,V Censo Nacional Economico,1,080,06,00,2022-07-22T01:39:29Z
833,09,01,15,090115,PILCHACA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
726,08,03,09,080309,ZURITE,V Censo Nacional Economico,1,080,06,00,2022-07-22T01:39:29Z
1085,12,02,10,120210,MATAHUASI,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
728,08,04,02,080402,COYA,V Censo Nacional Economico,1,080,06,00,2022-07-22T01:39:29Z
729,08,04,03,080403,LAMAY,V Censo Nacional Economico,1,080,06,00,2022-07-22T01:39:29Z
733,08,04,07,080407,TARAY,V Censo Nacional Economico,1,080,06,00,2022-07-22T01:39:29Z
740,08,05,06,080506,PAMPAMARCA,V Censo Nacional Economico,1,080,04,00,2022-07-22T01:39:29Z
1086,12,02,11,120211,MITO,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
749,08,06,07,080607,SAN PEDRO,V Censo Nacional Economico,1,080,03,00,2022-07-22T01:39:29Z
750,08,06,08,080608,TINTA,V Censo Nacional Economico,1,080,03,00,2022-07-22T01:39:29Z
752,08,07,02,080702,CAPACMARCA,V Censo Nacional Economico,1,080,04,00,2022-07-22T01:39:29Z
753,08,07,03,080703,CHAMACA,V Censo Nacional Economico,1,080,04,00,2022-07-22T01:39:29Z
782,08,09,16,080916,CIELO PUNCO,V Censo Nacional Economico,1,050,03,00,2022-07-22T01:39:29Z
783,08,09,17,080917,MANITEA,V Censo Nacional Economico,1,050,03,00,2022-07-22T01:39:29Z
784,08,09,18,080918,UNION ASHANINKA,V Censo Nacional Economico,1,050,03,00,2022-07-22T01:39:29Z
785,08,10,01,081001,PARURO,V Censo Nacional Economico,1,080,01,00,2022-07-22T01:39:29Z
792,08,10,08,081008,PILLPINTO,V Censo Nacional Economico,1,080,01,00,2022-07-22T01:39:29Z
793,08,10,09,081009,YAURISQUE,V Censo Nacional Economico,1,080,01,00,2022-07-22T01:39:29Z
800,08,12,01,081201,URCOS,V Censo Nacional Economico,1,080,03,00,2022-07-22T01:39:29Z
801,08,12,02,081202,ANDAHUAYLILLAS,V Censo Nacional Economico,1,080,03,00,2022-07-22T01:39:29Z
810,08,12,11,081211,OROPESA,V Censo Nacional Economico,1,080,03,00,2022-07-22T01:39:29Z
813,08,13,02,081302,CHINCHERO,V Censo Nacional Economico,1,080,06,00,2022-07-22T01:39:29Z
814,08,13,03,081303,HUAYLLABAMBA,V Censo Nacional Economico,1,080,06,00,2022-07-22T01:39:29Z
816,08,13,05,081305,MARAS,V Censo Nacional Economico,1,080,06,00,2022-07-22T01:39:29Z
818,08,13,07,081307,YUCAY,V Censo Nacional Economico,1,080,06,00,2022-07-22T01:39:29Z
1305,15,01,13,150113,JESUS MARIA,V Censo Nacional Economico,1,150,07,00,2022-07-22T01:39:29Z
822,09,01,04,090104,CONAYCA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
823,09,01,05,090105,CUENCA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
827,09,01,09,090109,LARIA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
830,09,01,12,090112,MOYA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
832,09,01,14,090114,PALCA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
839,09,02,02,090202,ANDABAMBA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
844,09,02,07,090207,POMACOCHA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
845,09,02,08,090208,ROSARIO,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
847,09,03,02,090302,ANCHONGA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
848,09,03,03,090303,CALLANMARCA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
853,09,03,08,090308,HUAYLLAY GRANDE,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
852,09,03,07,090307,HUANCA-HUANCA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
855,09,03,10,090310,SAN ANTONIO DE ANTAPARCO,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
1011,11,01,07,110107,PUEBLO NUEVO,V Censo Nacional Economico,1,110,01,00,2022-07-22T01:39:29Z
854,09,03,09,090309,JULCAMARCA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
863,09,04,06,090406,COCAS,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
864,09,04,07,090407,HUACHOS,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
865,09,04,08,090408,HUAMATAMBO,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
1822,22,09,12,220912,SAN ANTONIO,V Censo Nacional Economico,1,22B,01,00,2022-07-22T01:39:29Z
869,09,04,12,090412,TANTARA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
871,09,05,01,090501,CHURCAMPA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
872,09,05,02,090502,ANCO,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
874,09,05,04,090504,EL CARMEN,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
875,09,05,05,090505,LA MERCED,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
878,09,05,08,090508,SAN MIGUEL DE MAYOCC,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
919,09,07,24,090724,LAMBRAS,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
881,09,05,11,090511,COSME,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
884,09,06,03,090603,CORDOVA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
1097,12,04,01,120401,JAUJA,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
885,09,06,04,090604,HUAYACUNDO ARMA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
886,09,06,05,090605,LARAMARCA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
898,09,07,01,090701,PAMPAS,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
900,09,07,03,090703,ACRAQUIA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
983,10,08,03,100803,MOLINO,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
984,10,08,04,100804,UMARI,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
985,10,09,01,100901,PUERTO INCA,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
986,10,09,02,100902,CODO DEL POZUZO,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
906,09,07,10,090710,ÑAHUIMPUQUIO,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
1106,12,04,10,120410,HUERTAS,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
908,09,07,13,090713,QUISHUAR,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
999,10,11,03,101103,CHACABAMBA,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
910,09,07,15,090715,SALCAHUASI,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
915,09,07,20,090720,ANDAYMARCA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
916,09,07,21,090721,ROBLE,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
918,09,07,23,090723,SANTIAGO DE TUCUMA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
920,09,07,25,090725,COCHABAMBA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
922,10,01,02,100102,AMARILIS,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
926,10,01,06,100106,QUISQUI (KICHKI),V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
927,10,01,07,100107,SAN FRANCISCO DE CAYRAN,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
930,10,01,10,100110,YARUMAYO,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
932,10,01,12,100112,YACUS,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
937,10,02,04,100204,CONCHAMARCA,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
938,10,02,05,100205,HUACAR,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
939,10,02,06,100206,SAN FRANCISCO,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
940,10,02,07,100207,SAN RAFAEL,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
941,10,02,08,100208,TOMAY KICHWA,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
942,10,03,01,100301,LA UNION,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
943,10,03,07,100307,CHUQUIS,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
946,10,03,16,100316,QUIVILLA,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
1010,11,01,06,110106,PARCONA,V Censo Nacional Economico,1,110,01,00,2022-07-22T01:39:29Z
947,10,03,17,100317,RIPAN,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
948,10,03,21,100321,SHUNQUI,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
1029,11,02,11,110211,TAMBO DE MORA,V Censo Nacional Economico,1,110,02,00,2022-07-22T01:39:29Z
950,10,03,23,100323,YANAS,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
961,10,05,07,100507,MONZON,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
1037,11,04,03,110403,RIO GRANDE,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
973,10,06,08,100608,CASTILLO GRANDE,V Censo Nacional Economico,1,100,02,00,2022-07-22T01:39:29Z
975,10,06,10,100610,SANTO DOMINGO DE ANDA,V Censo Nacional Economico,1,100,02,00,2022-07-22T01:39:29Z
